0001  010102 42830103 17780104 54390105 43320106 47290107 59100108 61390109 6604
0001  020110 72340111 77920203 43900204 15390205 71900206 17890207 51260208 5787
0001  030209 43930210 54200211 62410304 54750305 45680306 54080307 69240308 5228
0001  040309 57490310 64510311 78700405 76950406 19780407 50140408 50210409 3596
0001  050410 45150411 52250506 71700507 60390508 65640509 74460510 72450511 6918
0001  060607 37400608 63500609 52430610 59390611 55540708 75900709 68610710 6774
0001  070711 42080809 19290810 20930811 56250910 14260911 47911011 3944
0001  08
